id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
750305,29,management,married,tertiary,no,611,yes,no,unknown,28,may,431,2,-1,0,unknown
750306,54,technician,married,secondary,no,1477,yes,no,cellular,31,jul,81,3,-1,0,unknown
750307,30,management,married,tertiary,no,1078,yes,no,cellular,21,nov,8,5,-1,0,unknown
750308,34,management,single,tertiary,no,3,yes,no,cellular,30,jan,136,2,-1,0,unknown
750309,42,unemployed,married,secondary,no,522,yes,no,telephone,3,feb,166,3,270,3,failure
750310,39,self-employed,married,tertiary,no,1476,yes,no,cellular,19,nov,126,1,-1,0,unknown
750311,41,admin.,married,secondary,no,-11,yes,yes,unknown,27,may,103,1,-1,0,unknown
750312,27,student,single,secondary,no,468,yes,no,cellular,4,feb,217,1,-1,0,unknown
750313,47,technician,married,secondary,no,629,yes,no,unknown,13,may,165,1,-1,0,unknown
750314,39,management,married,tertiary,no,1356,no,no,cellular,20,apr,667,3,-1,0,unknown
750315,60,admin.,divorced,secondary,no,1323,yes,no,unknown,15,may,507,1,-1,0,unknown
750316,41,technician,married,secondary,no,2346,no,no,cellular,12,aug,103,6,-1,0,unknown
750317,33,admin.,married,secondary,no,18,yes,no,cellular,28,jul,50,5,-1,0,unknown
750318,30,management,single,tertiary,no,937,no,no,cellular,8,aug,76,3,-1,0,unknown
750319,41,blue-collar,married,primary,no,-274,yes,no,unknown,27,may,39,4,-1,0,unknown
750320,36,blue-collar,single,secondary,no,651,no,no,cellular,7,jul,615,3,-1,0,unknown
750321,53,services,married,secondary,no,-100,yes,no,cellular,17,apr,238,2,322,3,other
750322,33,blue-collar,married,secondary,no,23,no,no,unknown,4,aug,8,2,-1,0,unknown
750323,37,blue-collar,single,secondary,no,-114,yes,no,cellular,13,may,217,1,-1,0,unknown
750324,42,self-employed,married,secondary,no,602,yes,no,unknown,30,may,65,5,-1,0,unknown
750325,37,blue-collar,single,primary,no,614,yes,no,unknown,9,may,134,2,-1,0,unknown
750326,54,blue-collar,married,primary,no,779,yes,no,telephone,11,may,123,1,172,3,failure
750327,40,management,married,secondary,no,0,no,no,unknown,9,jun,97,1,-1,0,unknown
750328,50,management,married,tertiary,no,0,no,no,cellular,18,nov,106,2,-1,0,unknown
750329,41,technician,single,secondary,no,-266,yes,yes,cellular,29,jul,102,4,-1,0,unknown
750330,31,technician,single,secondary,no,942,yes,no,cellular,4,feb,109,3,269,1,failure
750331,56,retired,married,primary,no,9367,no,no,cellular,11,feb,981,2,90,6,success
750332,35,admin.,divorced,secondary,no,-312,yes,no,unknown,2,jun,75,1,-1,0,unknown
750333,46,blue-collar,married,primary,no,2044,no,yes,cellular,8,jul,112,2,-1,0,unknown
750334,32,services,married,secondary,no,-1,yes,yes,unknown,27,may,109,2,-1,0,unknown
750335,37,management,married,tertiary,no,6,yes,yes,cellular,19,nov,88,1,-1,0,unknown
750336,42,blue-collar,married,secondary,no,0,yes,no,unknown,7,may,128,6,-1,0,unknown
750337,40,management,married,tertiary,no,607,yes,no,cellular,5,feb,111,4,-1,0,unknown
750338,31,management,married,tertiary,no,0,no,no,unknown,21,may,143,1,-1,0,unknown
750339,43,management,divorced,secondary,no,0,yes,no,cellular,15,jul,114,2,-1,0,unknown
750340,34,technician,married,secondary,no,0,no,no,cellular,2,feb,139,1,-1,0,unknown
750341,43,services,married,secondary,no,854,yes,no,cellular,9,feb,7,5,-1,0,unknown
750342,51,admin.,married,secondary,no,1694,no,no,unknown,29,jun,49,1,-1,0,unknown
750343,47,blue-collar,married,primary,no,-49,no,yes,cellular,28,jul,168,2,-1,0,unknown
750344,59,admin.,married,secondary,no,1575,yes,no,cellular,11,may,181,2,-1,0,unknown
750345,57,management,married,tertiary,no,0,no,no,unknown,19,jun,107,2,-1,0,unknown
750346,28,services,single,secondary,no,4,yes,no,cellular,15,may,633,3,352,3,other
750347,40,blue-collar,married,primary,no,801,no,no,cellular,30,apr,513,1,-1,0,unknown
750348,43,retired,single,secondary,no,0,no,no,unknown,6,jun,81,2,-1,0,unknown
750349,36,self-employed,married,tertiary,no,-3058,yes,yes,cellular,16,mar,406,1,182,1,failure
750350,36,blue-collar,married,primary,no,943,no,no,unknown,17,jun,108,1,-1,0,unknown
750351,32,admin.,single,secondary,no,-1136,yes,yes,cellular,21,nov,117,2,-1,0,unknown
750352,46,blue-collar,married,primary,no,714,yes,no,cellular,17,apr,77,1,-1,0,unknown
750353,52,blue-collar,single,secondary,no,507,yes,yes,cellular,14,may,128,1,-1,0,unknown
750354,40,technician,divorced,secondary,no,1577,yes,no,cellular,18,jul,108,1,-1,0,unknown
750355,35,housemaid,married,tertiary,no,510,yes,no,unknown,6,may,153,2,-1,0,unknown
750356,38,blue-collar,married,secondary,no,574,yes,no,cellular,11,may,393,2,-1,0,unknown
750357,27,management,single,tertiary,no,832,yes,no,cellular,18,may,68,1,-1,0,unknown
750358,26,management,single,tertiary,no,3382,yes,no,cellular,18,jul,867,2,-1,0,unknown
750359,38,technician,single,secondary,no,518,yes,no,cellular,7,apr,483,1,323,1,failure
750360,36,management,married,tertiary,no,4831,no,no,cellular,22,aug,562,4,-1,0,unknown
750361,30,admin.,single,secondary,no,658,yes,yes,cellular,28,jul,628,2,-1,0,unknown
750362,33,blue-collar,married,secondary,no,7,yes,no,unknown,6,may,200,1,-1,0,unknown
750363,48,blue-collar,married,secondary,no,-202,yes,no,cellular,8,may,168,2,170,1,failure
750364,37,admin.,married,secondary,no,5,yes,yes,cellular,2,feb,92,1,272,4,failure
750365,31,management,married,secondary,no,20,yes,no,cellular,20,apr,9,2,150,7,failure
750366,30,management,single,tertiary,no,27,no,no,cellular,25,aug,80,6,-1,0,unknown
750367,60,retired,married,primary,no,457,yes,no,unknown,5,jun,135,1,-1,0,unknown
750368,39,services,married,secondary,no,2079,yes,no,cellular,31,jul,48,5,-1,0,unknown
750369,40,management,married,primary,no,641,yes,no,unknown,23,may,761,4,-1,0,unknown
750370,35,technician,single,secondary,no,1120,yes,no,cellular,19,nov,123,2,117,3,failure
750371,32,technician,single,secondary,no,641,no,no,cellular,13,aug,109,2,-1,0,unknown
750372,44,management,married,secondary,no,3926,yes,no,unknown,13,may,76,2,-1,0,unknown
750373,37,technician,divorced,secondary,yes,-954,yes,no,cellular,13,may,89,1,-1,0,unknown
750374,45,blue-collar,married,secondary,no,1279,yes,no,unknown,20,may,197,4,-1,0,unknown
750375,46,blue-collar,married,secondary,no,0,yes,no,cellular,6,may,531,1,169,2,failure
750376,46,management,divorced,secondary,no,-852,yes,yes,cellular,21,nov,8,7,-1,0,unknown
750377,33,management,married,tertiary,no,6573,no,no,cellular,2,feb,97,1,-1,0,unknown
750378,34,admin.,single,secondary,no,664,yes,no,cellular,17,apr,416,2,-1,0,unknown
750379,44,blue-collar,married,secondary,no,682,no,no,unknown,16,jun,641,3,-1,0,unknown
750380,56,management,married,tertiary,no,0,no,yes,cellular,29,jan,158,1,247,1,failure
750381,35,admin.,married,secondary,no,3348,yes,no,unknown,20,may,142,2,-1,0,unknown
750382,53,admin.,single,secondary,no,988,no,no,unknown,5,jun,91,2,-1,0,unknown
750383,39,technician,married,secondary,no,28,no,no,cellular,21,nov,661,3,-1,0,unknown
750384,36,technician,single,secondary,no,0,no,no,cellular,22,aug,209,2,-1,0,unknown
750385,33,services,single,tertiary,no,47,no,no,cellular,27,aug,18,31,-1,0,unknown
750386,46,management,married,tertiary,no,7968,no,no,cellular,30,apr,301,1,80,1,success
750387,55,blue-collar,married,secondary,no,3382,no,no,unknown,9,jun,152,1,-1,0,unknown
750388,39,admin.,single,secondary,no,2098,yes,no,unknown,30,may,72,3,-1,0,unknown
750389,35,technician,married,secondary,no,5,no,no,cellular,28,aug,65,7,-1,0,unknown
750390,54,services,married,secondary,no,505,yes,no,unknown,7,may,742,3,-1,0,unknown
750391,60,retired,divorced,tertiary,no,524,no,no,cellular,4,aug,520,1,-1,0,unknown
750392,34,technician,single,secondary,no,1597,yes,no,unknown,19,may,97,2,-1,0,unknown
750393,29,services,single,secondary,no,-158,yes,no,cellular,28,jul,399,2,-1,0,unknown
750394,40,admin.,single,secondary,no,985,yes,no,cellular,11,may,83,3,-1,0,unknown
750395,34,blue-collar,married,secondary,no,-100,yes,no,unknown,19,may,122,6,-1,0,unknown
750396,45,management,married,secondary,no,1750,no,no,telephone,17,dec,158,5,-1,0,unknown
750397,36,blue-collar,married,unknown,no,1298,yes,no,unknown,21,may,563,1,-1,0,unknown
750398,39,blue-collar,single,secondary,no,3231,no,no,unknown,9,jun,179,3,-1,0,unknown
750399,54,admin.,divorced,secondary,no,1659,yes,no,unknown,20,jun,76,5,-1,0,unknown
750400,47,management,married,tertiary,no,0,no,no,cellular,25,aug,114,6,-1,0,unknown
750401,25,student,single,secondary,no,1066,yes,no,unknown,13,may,24,3,-1,0,unknown
750402,59,retired,married,secondary,no,594,yes,no,unknown,14,may,95,2,-1,0,unknown
750403,32,management,single,tertiary,no,689,no,no,cellular,19,nov,922,5,-1,0,unknown
750404,27,blue-collar,single,secondary,no,-76,yes,no,unknown,9,may,209,1,-1,0,unknown
750405,58,admin.,married,secondary,no,111,no,no,cellular,28,may,449,2,-1,0,unknown
750406,54,retired,married,secondary,no,914,no,no,cellular,28,jan,372,1,-1,0,unknown
750407,36,technician,divorced,secondary,no,1161,yes,no,cellular,11,jul,112,2,-1,0,unknown
750408,36,admin.,married,unknown,no,-465,yes,yes,unknown,26,may,160,3,-1,0,unknown
750409,45,technician,married,primary,no,0,yes,no,unknown,17,jun,118,6,-1,0,unknown
750410,30,services,single,secondary,no,816,yes,no,unknown,21,may,113,2,-1,0,unknown
750411,40,entrepreneur,married,tertiary,no,0,no,no,cellular,18,aug,199,7,-1,0,unknown
750412,51,technician,married,secondary,no,0,yes,no,cellular,25,jul,210,2,-1,0,unknown
750413,30,management,married,tertiary,no,1224,yes,no,cellular,17,apr,306,1,-1,0,unknown
750414,32,technician,single,tertiary,no,2544,no,no,cellular,16,nov,130,1,-1,0,unknown
750415,34,technician,married,secondary,no,1174,no,no,cellular,22,mar,265,1,-1,0,unknown
750416,37,technician,divorced,tertiary,no,4596,yes,no,cellular,12,aug,712,1,-1,0,unknown
750417,49,management,divorced,tertiary,no,437,no,no,cellular,11,aug,728,2,-1,0,unknown
750418,43,management,single,tertiary,no,5658,no,no,unknown,17,jun,462,2,-1,0,unknown
750419,57,housemaid,married,secondary,no,897,no,no,cellular,19,aug,613,3,-1,0,unknown
750420,33,management,married,tertiary,no,866,no,no,cellular,5,aug,1134,3,-1,0,unknown
750421,36,blue-collar,married,secondary,no,0,yes,yes,cellular,11,may,159,7,339,6,failure
750422,26,management,single,tertiary,no,449,yes,no,cellular,7,apr,139,1,-1,0,unknown
750423,41,unemployed,divorced,primary,no,2,no,no,unknown,20,jun,100,2,-1,0,unknown
750424,42,blue-collar,married,secondary,no,-376,yes,no,cellular,11,may,114,3,347,1,failure
750425,32,management,married,tertiary,no,16,no,no,cellular,28,aug,64,5,-1,0,unknown
750426,26,student,single,tertiary,no,10086,no,no,cellular,21,jul,110,1,80,3,success
750427,45,management,married,tertiary,no,740,yes,no,unknown,16,may,595,7,-1,0,unknown
750428,44,unemployed,married,secondary,no,9,yes,yes,unknown,18,may,106,11,-1,0,unknown
750429,26,student,single,secondary,no,940,no,no,cellular,12,jan,473,1,-1,0,unknown
750430,54,technician,divorced,secondary,no,-6,no,no,cellular,30,jul,128,4,-1,0,unknown
750431,35,management,divorced,tertiary,no,473,yes,no,cellular,16,apr,114,2,-1,0,unknown
750432,52,management,married,tertiary,no,-98,yes,yes,cellular,7,may,244,1,-1,0,unknown
750433,34,technician,married,secondary,no,514,yes,no,cellular,18,aug,82,7,-1,0,unknown
750434,52,technician,married,tertiary,no,988,no,no,cellular,21,jul,104,5,-1,0,unknown
750435,50,management,married,tertiary,no,0,no,no,cellular,30,jul,97,3,-1,0,unknown
750436,30,services,single,secondary,no,1222,yes,no,unknown,20,may,1882,1,-1,0,unknown
750437,40,technician,married,secondary,no,0,yes,no,unknown,28,may,91,5,-1,0,unknown
750438,36,technician,married,secondary,no,-280,yes,no,unknown,21,may,300,2,-1,0,unknown
750439,45,blue-collar,married,primary,no,864,no,no,cellular,29,aug,130,2,-1,0,unknown
750440,34,technician,married,secondary,no,1696,yes,no,cellular,25,nov,150,2,97,3,failure
750441,31,technician,married,tertiary,no,442,yes,no,unknown,8,may,157,3,-1,0,unknown
750442,39,admin.,married,secondary,no,3020,no,no,cellular,13,aug,524,6,-1,0,unknown
750443,34,management,single,tertiary,no,1108,no,no,cellular,20,apr,14,9,-1,0,unknown
750444,46,management,married,tertiary,no,3,yes,yes,cellular,7,aug,155,2,-1,0,unknown
750445,47,technician,married,secondary,no,741,no,no,cellular,29,aug,145,5,-1,0,unknown
750446,57,retired,divorced,tertiary,no,775,no,no,cellular,7,sep,635,2,97,1,failure
750447,34,services,married,secondary,no,1326,yes,no,cellular,17,jul,70,1,-1,0,unknown
750448,30,management,married,tertiary,no,731,no,no,cellular,4,may,615,2,90,1,success
750449,40,blue-collar,married,primary,no,1298,no,no,cellular,15,jul,111,2,-1,0,unknown
750450,44,blue-collar,married,primary,no,143,yes,no,unknown,7,may,579,1,-1,0,unknown
750451,28,unemployed,single,primary,no,7459,yes,no,unknown,16,may,322,1,-1,0,unknown
750452,43,blue-collar,married,primary,no,-312,yes,yes,cellular,18,may,97,3,350,1,failure
750453,38,management,married,tertiary,no,1449,yes,no,cellular,20,apr,712,4,-1,0,unknown
750454,34,management,single,tertiary,no,5802,yes,no,cellular,18,nov,898,2,-1,0,unknown
750455,45,management,married,primary,no,2297,yes,no,telephone,20,apr,69,3,263,5,failure
750456,59,self-employed,married,secondary,no,1022,no,no,telephone,20,jun,22,13,-1,0,unknown
750457,41,blue-collar,married,secondary,no,3111,yes,no,unknown,19,may,145,1,-1,0,unknown
750458,32,technician,married,tertiary,no,-153,yes,no,telephone,17,nov,49,2,-1,0,unknown
750459,34,blue-collar,married,secondary,no,1205,yes,no,cellular,17,apr,66,1,148,1,other
750460,40,blue-collar,married,primary,no,1511,yes,no,cellular,14,may,267,4,-1,0,unknown
750461,37,admin.,divorced,secondary,no,-274,yes,yes,unknown,12,may,439,4,-1,0,unknown
750462,42,admin.,single,secondary,no,3948,no,no,cellular,31,jul,108,3,-1,0,unknown
750463,55,services,single,secondary,no,442,yes,no,cellular,20,apr,111,1,-1,0,unknown
750464,43,technician,married,secondary,no,461,no,no,cellular,20,aug,75,2,-1,0,unknown
750465,37,blue-collar,married,tertiary,no,1568,yes,no,cellular,4,may,226,2,90,3,success
750466,33,technician,married,secondary,no,-124,no,no,cellular,22,aug,112,3,-1,0,unknown
750467,57,blue-collar,married,primary,no,-257,no,yes,unknown,30,jun,64,2,-1,0,unknown
750468,38,blue-collar,single,primary,no,522,yes,no,cellular,20,apr,71,2,-1,0,unknown
750469,37,admin.,single,secondary,no,1759,yes,no,telephone,20,apr,21,7,-1,0,unknown
750470,28,technician,single,secondary,no,613,no,yes,unknown,4,jun,101,1,-1,0,unknown
750471,57,housemaid,married,secondary,no,1275,no,no,unknown,11,jun,126,2,-1,0,unknown
750472,44,admin.,married,secondary,no,-37,yes,yes,cellular,15,may,92,2,-1,0,unknown
750473,57,management,single,tertiary,no,-23,no,yes,cellular,29,aug,150,2,-1,0,unknown
750474,46,self-employed,married,tertiary,no,0,no,no,cellular,28,aug,82,9,-1,0,unknown
750475,77,retired,married,unknown,no,519,no,no,cellular,9,mar,270,1,-1,0,unknown
750476,39,services,married,secondary,no,1530,yes,no,cellular,18,may,6,5,178,1,other
750477,38,blue-collar,married,primary,no,5861,yes,no,cellular,16,apr,498,2,-1,0,unknown
750478,34,blue-collar,married,secondary,no,1073,yes,no,cellular,12,may,357,2,-1,0,unknown
750479,27,admin.,single,secondary,no,313,no,no,cellular,1,sep,91,1,-1,0,unknown
750480,57,management,single,tertiary,no,459,no,no,unknown,5,jun,705,1,-1,0,unknown
750481,61,management,married,tertiary,no,997,yes,no,cellular,4,aug,155,1,-1,0,unknown
750482,37,technician,single,secondary,no,3244,yes,no,cellular,25,aug,92,2,-1,0,unknown
750483,71,housemaid,divorced,primary,no,2352,no,no,cellular,8,jul,706,2,-1,0,unknown
750484,29,unemployed,single,secondary,no,722,no,no,cellular,30,apr,112,1,-1,0,unknown
750485,43,services,married,secondary,no,-10,yes,no,unknown,9,may,178,1,-1,0,unknown
750486,35,technician,single,secondary,no,0,no,no,cellular,28,aug,81,7,-1,0,unknown
750487,53,management,married,tertiary,no,0,no,no,cellular,19,nov,124,2,-1,0,unknown
750488,51,entrepreneur,married,tertiary,no,563,yes,no,telephone,18,nov,68,3,-1,0,unknown
750489,34,management,married,tertiary,no,456,yes,no,cellular,21,nov,86,2,-1,0,unknown
750490,44,blue-collar,married,secondary,no,-921,yes,yes,unknown,27,may,49,1,-1,0,unknown
750491,38,management,married,unknown,no,614,no,no,cellular,4,feb,191,1,-1,0,unknown
750492,46,self-employed,married,tertiary,no,1269,no,no,unknown,20,jun,7,2,-1,0,unknown
750493,57,retired,married,primary,no,553,no,no,unknown,11,jun,85,1,-1,0,unknown
750494,33,housemaid,divorced,secondary,no,45,no,no,cellular,22,aug,124,6,-1,0,unknown
750495,32,unemployed,single,secondary,no,-160,yes,no,unknown,28,may,207,2,-1,0,unknown
750496,55,technician,married,secondary,no,52,no,no,cellular,19,aug,83,4,-1,0,unknown
750497,36,technician,married,secondary,no,757,yes,no,unknown,30,may,145,2,-1,0,unknown
750498,42,blue-collar,single,secondary,no,1025,no,no,unknown,20,jun,821,2,-1,0,unknown
750499,41,admin.,single,secondary,no,645,yes,no,unknown,16,may,204,1,-1,0,unknown
750500,32,management,single,tertiary,no,1878,yes,yes,telephone,18,may,44,5,340,4,failure
750501,27,blue-collar,single,secondary,no,618,no,yes,cellular,30,jul,48,3,-1,0,unknown
750502,32,blue-collar,single,secondary,no,486,yes,no,unknown,23,may,203,4,-1,0,unknown
750503,37,blue-collar,single,primary,no,9,yes,no,cellular,15,may,7,5,345,4,failure
750504,31,technician,single,secondary,no,3,no,no,cellular,14,aug,123,4,-1,0,unknown
750505,47,technician,divorced,secondary,no,-1,yes,no,unknown,2,jun,71,4,-1,0,unknown
750506,34,technician,divorced,tertiary,no,1161,no,no,cellular,21,nov,151,6,179,3,failure
750507,60,retired,married,secondary,no,1058,no,no,cellular,19,may,522,3,-1,0,unknown
750508,30,technician,single,secondary,no,2729,yes,yes,cellular,18,may,839,1,-1,0,unknown
750509,32,technician,single,secondary,no,1746,no,no,cellular,9,jul,1032,4,182,4,other
750510,44,blue-collar,married,primary,no,757,yes,no,cellular,11,may,135,1,367,2,failure
750511,27,student,single,secondary,no,1596,no,no,cellular,2,mar,393,1,-1,0,unknown
750512,55,technician,married,secondary,no,2059,yes,no,cellular,13,may,69,1,-1,0,unknown
750513,36,management,married,tertiary,no,17,no,no,unknown,16,may,73,3,-1,0,unknown
750514,26,technician,single,secondary,no,-114,no,yes,cellular,14,jul,82,3,-1,0,unknown
750515,26,blue-collar,married,secondary,no,514,no,no,cellular,25,may,55,1,-1,0,unknown
750516,35,management,married,tertiary,no,362,no,no,cellular,12,aug,649,2,-1,0,unknown
750517,35,management,married,secondary,no,12159,yes,no,cellular,5,nov,157,5,-1,0,unknown
750518,50,blue-collar,married,secondary,no,431,no,no,cellular,18,aug,75,7,-1,0,unknown
750519,46,management,single,tertiary,no,796,no,yes,cellular,29,aug,215,2,-1,0,unknown
750520,48,blue-collar,married,secondary,no,1230,yes,no,unknown,18,jun,254,7,-1,0,unknown
750521,42,blue-collar,married,secondary,no,1430,yes,no,cellular,7,may,645,1,358,2,other
750522,59,management,married,tertiary,no,7881,no,no,cellular,2,feb,651,1,-1,0,unknown
750523,40,admin.,married,secondary,no,-194,yes,no,cellular,18,jul,326,1,-1,0,unknown
750524,65,retired,married,tertiary,no,708,no,no,cellular,19,oct,531,2,208,2,success
750525,45,unemployed,married,tertiary,no,691,yes,no,unknown,6,jun,157,6,-1,0,unknown
750526,28,admin.,single,secondary,no,459,no,no,cellular,2,feb,479,1,-1,0,unknown
750527,44,management,divorced,tertiary,no,0,yes,yes,unknown,8,may,6,1,-1,0,unknown
750528,37,blue-collar,married,secondary,no,1882,yes,yes,unknown,21,may,526,2,-1,0,unknown
750529,39,technician,married,secondary,no,532,no,no,unknown,6,jun,74,1,-1,0,unknown
750530,42,unknown,single,secondary,no,1,no,no,telephone,4,feb,87,2,-1,0,unknown
750531,46,technician,married,secondary,no,2,no,no,cellular,6,aug,88,4,-1,0,unknown
750532,30,technician,married,secondary,no,913,yes,yes,cellular,16,jul,431,1,-1,0,unknown
750533,55,management,married,tertiary,no,1225,no,no,cellular,21,nov,123,1,-1,0,unknown
750534,33,management,single,tertiary,no,10,no,no,cellular,5,aug,144,1,-1,0,unknown
750535,41,management,married,primary,no,1530,yes,no,cellular,30,jul,871,3,-1,0,unknown
750536,33,blue-collar,divorced,secondary,no,33,yes,no,unknown,7,may,477,2,-1,0,unknown
750537,52,management,married,tertiary,no,0,no,no,cellular,29,aug,121,2,-1,0,unknown
750538,43,technician,married,tertiary,no,2459,yes,no,telephone,5,feb,8,8,258,10,other
750539,43,entrepreneur,divorced,primary,no,705,yes,no,cellular,7,may,1121,1,-1,0,unknown
750540,38,blue-collar,married,primary,no,679,yes,no,unknown,6,jun,579,3,-1,0,unknown
750541,41,blue-collar,married,unknown,no,-19,no,yes,unknown,20,jun,201,3,-1,0,unknown
750542,35,technician,single,secondary,no,671,yes,no,cellular,8,aug,88,2,-1,0,unknown
750543,38,blue-collar,married,secondary,no,-10,no,yes,unknown,5,jun,133,1,-1,0,unknown
750544,28,management,married,tertiary,no,2355,yes,no,cellular,10,jul,149,1,-1,0,unknown
750545,38,services,married,secondary,no,-637,yes,no,cellular,13,may,193,1,-1,0,unknown
750546,36,admin.,married,secondary,no,0,no,no,unknown,20,jun,36,2,-1,0,unknown
750547,40,technician,married,tertiary,no,2098,no,no,cellular,11,aug,122,2,-1,0,unknown
750548,48,blue-collar,divorced,primary,no,558,yes,no,unknown,16,may,186,3,-1,0,unknown
750549,55,self-employed,married,secondary,no,0,no,no,cellular,28,aug,64,2,-1,0,unknown
750550,53,retired,married,primary,no,1044,yes,yes,unknown,6,may,245,1,-1,0,unknown
750551,60,retired,divorced,primary,no,-59,no,yes,cellular,9,jul,151,1,-1,0,unknown
750552,30,admin.,single,secondary,no,1456,no,no,cellular,20,nov,48,1,-1,0,unknown
750553,51,admin.,divorced,secondary,no,1255,no,yes,unknown,17,jun,514,1,-1,0,unknown
750554,30,management,married,tertiary,no,1381,no,no,cellular,11,sep,523,1,-1,0,unknown
750555,44,entrepreneur,married,secondary,no,3471,yes,no,cellular,27,may,114,2,-1,0,unknown
750556,53,services,married,secondary,no,-872,yes,no,cellular,15,jul,80,3,-1,0,unknown
750557,33,technician,married,secondary,no,0,no,no,cellular,19,aug,77,3,-1,0,unknown
750558,42,technician,married,secondary,no,1454,no,no,cellular,30,apr,478,1,-1,0,unknown
750559,46,management,married,tertiary,no,644,no,yes,cellular,29,jul,124,2,-1,0,unknown
750560,54,retired,divorced,secondary,no,527,yes,no,unknown,15,may,514,2,-1,0,unknown
750561,30,blue-collar,married,secondary,no,-132,yes,no,unknown,4,may,172,2,-1,0,unknown
750562,28,blue-collar,single,secondary,no,495,yes,no,unknown,27,may,207,1,-1,0,unknown
750563,38,management,married,tertiary,no,0,yes,no,cellular,5,may,155,1,-1,0,unknown
750564,32,technician,married,tertiary,no,801,no,no,cellular,18,aug,331,4,-1,0,unknown
750565,56,technician,married,secondary,no,0,no,no,cellular,30,apr,123,1,-1,0,unknown
750566,33,management,single,secondary,no,719,yes,no,unknown,20,may,8,6,-1,0,unknown
750567,29,admin.,single,secondary,no,473,yes,yes,unknown,12,may,81,4,-1,0,unknown
750568,51,blue-collar,married,secondary,yes,-1,no,no,unknown,17,jun,78,1,-1,0,unknown
750569,26,management,single,tertiary,no,1331,no,no,cellular,6,feb,1091,2,-1,0,unknown
750570,41,blue-collar,married,secondary,no,3126,yes,no,cellular,3,apr,244,2,-1,0,unknown
750571,36,management,married,tertiary,no,0,yes,no,cellular,29,jul,77,12,-1,0,unknown
750572,27,self-employed,single,tertiary,no,15161,no,no,cellular,27,feb,552,2,-1,0,unknown
750573,45,services,married,secondary,no,-10,yes,no,unknown,3,jun,118,3,-1,0,unknown
750574,26,management,single,tertiary,no,3145,no,no,cellular,2,feb,973,1,-1,0,unknown
750575,53,technician,married,secondary,no,864,no,no,cellular,17,nov,84,1,-1,0,unknown
750576,52,blue-collar,married,unknown,no,863,no,no,cellular,17,aug,565,1,-1,0,unknown
750577,45,admin.,single,secondary,no,2628,no,no,cellular,19,nov,146,2,-1,0,unknown
750578,37,services,divorced,secondary,no,766,yes,no,cellular,17,apr,1193,1,338,2,success
750579,45,technician,married,secondary,no,0,no,no,unknown,5,jun,285,1,-1,0,unknown
750580,44,self-employed,married,tertiary,no,586,yes,yes,unknown,9,jun,126,2,-1,0,unknown
750581,33,management,married,tertiary,no,1335,yes,no,cellular,17,jul,71,1,-1,0,unknown
750582,56,retired,married,secondary,no,25,no,no,unknown,18,jun,135,3,-1,0,unknown
750583,28,technician,married,secondary,no,831,yes,no,unknown,28,may,49,1,-1,0,unknown
750584,34,management,single,tertiary,no,0,no,no,cellular,27,aug,121,4,-1,0,unknown
750585,33,management,married,tertiary,no,839,yes,no,cellular,17,apr,634,1,149,5,failure
750586,50,technician,married,secondary,no,-1176,yes,yes,cellular,29,jul,80,3,-1,0,unknown
750587,58,unemployed,married,secondary,no,2981,no,no,cellular,5,feb,1226,1,-1,0,unknown
750588,39,entrepreneur,married,primary,no,0,yes,yes,telephone,31,jul,100,3,-1,0,unknown
750589,39,management,single,tertiary,no,4594,no,no,cellular,27,aug,506,3,-1,0,unknown
750590,25,management,single,tertiary,no,512,yes,no,cellular,18,may,124,1,-1,0,unknown
750591,25,management,married,tertiary,no,1782,yes,no,unknown,19,may,121,1,-1,0,unknown
750592,38,management,married,tertiary,no,1489,yes,no,cellular,20,apr,690,4,-1,0,unknown
750593,42,admin.,married,secondary,no,1223,no,no,cellular,21,nov,1092,1,127,2,failure
750594,35,technician,single,tertiary,no,0,yes,no,cellular,6,may,96,1,169,2,failure
750595,54,blue-collar,married,primary,no,2389,no,no,telephone,21,apr,258,2,-1,0,unknown
750596,38,blue-collar,married,secondary,no,673,yes,no,cellular,8,may,8,6,-1,0,unknown
750597,26,technician,single,unknown,no,2303,no,no,telephone,30,apr,249,2,-1,0,unknown
750598,45,technician,single,tertiary,no,-158,no,no,cellular,28,aug,95,3,-1,0,unknown
750599,40,services,married,secondary,no,-68,yes,no,unknown,26,may,293,2,-1,0,unknown
750600,41,admin.,married,secondary,no,13059,yes,no,unknown,20,jun,23,7,-1,0,unknown
750601,28,technician,single,secondary,no,8,yes,no,unknown,9,may,237,1,-1,0,unknown
750602,35,management,married,tertiary,no,0,yes,no,cellular,26,may,105,1,112,3,failure
750603,47,housemaid,married,primary,no,8,no,no,cellular,26,aug,117,2,-1,0,unknown
750604,40,management,married,tertiary,no,2430,no,no,cellular,4,aug,112,2,-1,0,unknown
750605,33,technician,married,secondary,no,1535,yes,yes,cellular,29,aug,136,2,-1,0,unknown
750606,62,management,married,tertiary,no,3371,no,no,cellular,25,sep,160,1,-1,0,unknown
750607,38,technician,married,secondary,no,2354,no,no,unknown,20,jun,74,3,-1,0,unknown
750608,51,management,single,tertiary,no,-199,no,yes,telephone,28,jul,50,9,-1,0,unknown
750609,53,services,married,secondary,no,1331,no,no,cellular,14,aug,604,2,-1,0,unknown
750610,59,housemaid,married,primary,no,1467,no,yes,unknown,16,jun,126,12,-1,0,unknown
